연도,시도,시군구,연령구분,분만건수
2018,서울,강남구,19세 이하,0
2018,서울,강남구,20~29세,1124
2018,서울,강남구,30~39세,8000
2018,서울,강남구,40~49세,628
2018,서울,강남구,50세 이상,0
2018,서울,강동구,19세 이하,0
2018,서울,강동구,20~29세,717
2018,서울,강동구,30~39세,2740
2018,서울,강동구,40~49세,136
2018,서울,강동구,50세 이상,0
2018,서울,강서구,19세 이하,0
2018,서울,강서구,20~29세,1012
2018,서울,강서구,30~39세,4465
2018,서울,강서구,40~49세,232
2018,서울,강서구,50세 이상,0
2018,서울,관악구,19세 이하,0
2018,서울,관악구,20~29세,415
2018,서울,관악구,30~39세,1450
2018,서울,관악구,40~49세,71
2018,서울,관악구,50세 이상,0
2018,서울,구로구,19세 이하,0
2018,서울,구로구,20~29세,753
2018,서울,구로구,30~39세,2824
2018,서울,구로구,40~49세,134
2018,서울,구로구,50세 이상,0
2018,서울,도봉구,19세 이하,0
2018,서울,도봉구,20~29세,284
2018,서울,도봉구,30~39세,962
2018,서울,도봉구,40~49세,38
2018,서울,도봉구,50세 이상,0
2018,서울,동대문구,19세 이하,0
2018,서울,동대문구,20~29세,392
2018,서울,동대문구,30~39세,1424
2018,서울,동대문구,40~49세,77
2018,서울,동대문구,50세 이상,0
2018,서울,동작구,19세 이하,0
2018,서울,동작구,20~29세,400
2018,서울,동작구,30~39세,1935
2018,서울,동작구,40~49세,124
2018,서울,동작구,50세 이상,0
2018,서울,마포구,19세 이하,0
2018,서울,마포구,20~29세,150
2018,서울,마포구,30~39세,578
2018,서울,마포구,40~49세,31
2018,서울,마포구,50세 이상,0
2018,서울,서대문구,19세 이하,0
2018,서울,서대문구,20~29세,336
2018,서울,서대문구,30~39세,1844
2018,서울,서대문구,40~49세,143
2018,서울,서대문구,50세 이상,0
2018,서울,성동구,19세 이하,0
2018,서울,성동구,20~29세,118
2018,서울,성동구,30~39세,560
2018,서울,성동구,40~49세,24
2018,서울,성동구,50세 이상,0
2018,서울,성북구,19세 이하,0
2018,서울,성북구,20~29세,398
2018,서울,성북구,30~39세,1404
2018,서울,성북구,40~49세,68
2018,서울,성북구,50세 이상,0
2018,서울,영등포구,19세 이하,11
2018,서울,영등포구,20~29세,375
2018,서울,영등포구,30~39세,1780
2018,서울,영등포구,40~49세,113
2018,서울,영등포구,50세 이상,0
2018,서울,용산구,19세 이하,0
2018,서울,용산구,20~29세,95
2018,서울,용산구,30~39세,427
2018,서울,용산구,40~49세,26
2018,서울,용산구,50세 이상,0
2018,서울,은평구,19세 이하,0
2018,서울,은평구,20~29세,592
2018,서울,은평구,30~39세,2131
2018,서울,은평구,40~49세,123
2018,서울,은평구,50세 이상,0
2018,서울,종로구,19세 이하,0
2018,서울,종로구,20~29세,178
2018,서울,종로구,30~39세,1436
2018,서울,종로구,40~49세,149
2018,서울,종로구,50세 이상,0
2018,서울,중구,19세 이하,0
2018,서울,중구,20~29세,385
2018,서울,중구,30~39세,2534
2018,서울,중구,40~49세,315
2018,서울,중구,50세 이상,0
2018,서울,송파구,19세 이하,0
2018,서울,송파구,20~29세,822
2018,서울,송파구,30~39세,4495
2018,서울,송파구,40~49세,316
2018,서울,송파구,50세 이상,0
2018,서울,중랑구,19세 이하,0
2018,서울,중랑구,20~29세,380
2018,서울,중랑구,30~39세,1173
2018,서울,중랑구,40~49세,73
2018,서울,중랑구,50세 이상,0
2018,서울,양천구,19세 이하,0
2018,서울,양천구,20~29세,256
2018,서울,양천구,30~39세,977
2018,서울,양천구,40~49세,45
2018,서울,양천구,50세 이상,0
2018,서울,서초구,19세 이하,0
2018,서울,서초구,20~29세,330
2018,서울,서초구,30~39세,1972
2018,서울,서초구,40~49세,109
2018,서울,서초구,50세 이상,0
2018,서울,노원구,19세 이하,10
2018,서울,노원구,20~29세,569
2018,서울,노원구,30~39세,2248
2018,서울,노원구,40~49세,129
2018,서울,노원구,50세 이상,0
2018,서울,광진구,19세 이하,0
2018,서울,광진구,20~29세,355
2018,서울,광진구,30~39세,1468
2018,서울,광진구,40~49세,78
2018,서울,광진구,50세 이상,0
2018,서울,강북구,19세 이하,0
2018,서울,강북구,20~29세,547
2018,서울,강북구,30~39세,1790
2018,서울,강북구,40~49세,80
2018,서울,강북구,50세 이상,0
2018,서울,금천구,19세 이하,0
2018,서울,금천구,20~29세,324
2018,서울,금천구,30~39세,887
2018,서울,금천구,40~49세,21
2018,서울,금천구,50세 이상,0
2018,부산,부산남구,19세 이하,0
2018,부산,부산남구,20~29세,55
2018,부산,부산남구,30~39세,141
2018,부산,부산남구,40~49세,0
2018,부산,부산남구,50세 이상,0
2018,부산,부산동구,19세 이하,11
2018,부산,부산동구,20~29세,389
2018,부산,부산동구,30~39세,1568
2018,부산,부산동구,40~49세,133
2018,부산,부산동구,50세 이상,0
2018,부산,부산동래구,19세 이하,0
2018,부산,부산동래구,20~29세,355
2018,부산,부산동래구,30~39세,1250
2018,부산,부산동래구,40~49세,72
2018,부산,부산동래구,50세 이상,0
2018,부산,부산진구,19세 이하,10
2018,부산,부산진구,20~29세,584
2018,부산,부산진구,30~39세,2098
2018,부산,부산진구,40~49세,114
2018,부산,부산진구,50세 이상,0
2018,부산,부산북구,19세 이하,0
2018,부산,부산북구,20~29세,702
2018,부산,부산북구,30~39세,2106
2018,부산,부산북구,40~49세,89
2018,부산,부산북구,50세 이상,0
2018,부산,부산서구,19세 이하,0
2018,부산,부산서구,20~29세,197
2018,부산,부산서구,30~39세,676
2018,부산,부산서구,40~49세,56
2018,부산,부산서구,50세 이상,0
2018,부산,부산영도구,19세 이하,0
2018,부산,부산영도구,20~29세,0
2018,부산,부산영도구,30~39세,0
2018,부산,부산영도구,40~49세,0
2018,부산,부산영도구,50세 이상,0
2018,부산,부산중구,19세 이하,0
2018,부산,부산중구,20~29세,0
2018,부산,부산중구,30~39세,0
2018,부산,부산중구,40~49세,0
2018,부산,부산중구,50세 이상,0
2018,부산,부산해운대구,19세 이하,0
2018,부산,부산해운대구,20~29세,388
2018,부산,부산해운대구,30~39세,1386
2018,부산,부산해운대구,40~49세,96
2018,부산,부산해운대구,50세 이상,0
2018,부산,부산사하구,19세 이하,10
2018,부산,부산사하구,20~29세,766
2018,부산,부산사하구,30~39세,2403
2018,부산,부산사하구,40~49세,87
2018,부산,부산사하구,50세 이상,0
2018,부산,부산금정구,19세 이하,0
2018,부산,부산금정구,20~29세,418
2018,부산,부산금정구,30~39세,1348
2018,부산,부산금정구,40~49세,59
2018,부산,부산금정구,50세 이상,0
2018,부산,부산강서구,19세 이하,0
2018,부산,부산강서구,20~29세,0
2018,부산,부산강서구,30~39세,0
2018,부산,부산강서구,40~49세,0
2018,부산,부산강서구,50세 이상,0
2018,부산,부산연제구,19세 이하,0
2018,부산,부산연제구,20~29세,358
2018,부산,부산연제구,30~39세,1316
2018,부산,부산연제구,40~49세,41
2018,부산,부산연제구,50세 이상,0
2018,부산,부산수영구,19세 이하,10
2018,부산,부산수영구,20~29세,403
2018,부산,부산수영구,30~39세,1516
2018,부산,부산수영구,40~49세,77
2018,부산,부산수영구,50세 이상,0
2018,부산,부산사상구,19세 이하,0
2018,부산,부산사상구,20~29세,0
2018,부산,부산사상구,30~39세,0
2018,부산,부산사상구,40~49세,0
2018,부산,부산사상구,50세 이상,0
2018,부산,부산기장군,19세 이하,0
2018,부산,부산기장군,20~29세,184
2018,부산,부산기장군,30~39세,606
2018,부산,부산기장군,40~49세,43
2018,부산,부산기장군,50세 이상,0
2018,인천,인천미추홀구,19세 이하,24
2018,인천,인천미추홀구,20~29세,1684
2018,인천,인천미추홀구,30~39세,4361
2018,인천,인천미추홀구,40~49세,250
2018,인천,인천미추홀구,50세 이상,0
2018,인천,인천동구,19세 이하,0
2018,인천,인천동구,20~29세,0
2018,인천,인천동구,30~39세,0
2018,인천,인천동구,40~49세,0
2018,인천,인천동구,50세 이상,0
2018,인천,인천부평구,19세 이하,15
2018,인천,인천부평구,20~29세,639
2018,인천,인천부평구,30~39세,1451
2018,인천,인천부평구,40~49세,68
2018,인천,인천부평구,50세 이상,0
2018,인천,인천중구,19세 이하,0
2018,인천,인천중구,20~29세,61
2018,인천,인천중구,30~39세,205
2018,인천,인천중구,40~49세,0
2018,인천,인천중구,50세 이상,0
2018,인천,인천서구,19세 이하,10
2018,인천,인천서구,20~29세,1032
2018,인천,인천서구,30~39세,2659
2018,인천,인천서구,40~49세,135
2018,인천,인천서구,50세 이상,0
2018,인천,인천남동구,19세 이하,0
2018,인천,인천남동구,20~29세,559
2018,인천,인천남동구,30~39세,1418
2018,인천,인천남동구,40~49세,78
2018,인천,인천남동구,50세 이상,0
2018,인천,인천연수구,19세 이하,0
2018,인천,인천연수구,20~29세,335
2018,인천,인천연수구,30~39세,850
2018,인천,인천연수구,40~49세,39
2018,인천,인천연수구,50세 이상,0
2018,인천,인천계양구,19세 이하,0
2018,인천,인천계양구,20~29세,243
2018,인천,인천계양구,30~39세,558
2018,인천,인천계양구,40~49세,25
2018,인천,인천계양구,50세 이상,0
2018,인천,인천강화군,19세 이하,0
2018,인천,인천강화군,20~29세,0
2018,인천,인천강화군,30~39세,0
2018,인천,인천강화군,40~49세,0
2018,인천,인천강화군,50세 이상,0
2018,인천,인천옹진군,19세 이하,0
2018,인천,인천옹진군,20~29세,0
2018,인천,인천옹진군,30~39세,0
2018,인천,인천옹진군,40~49세,0
2018,인천,인천옹진군,50세 이상,0
2018,대구,대구남구,19세 이하,0
2018,대구,대구남구,20~29세,91
2018,대구,대구남구,30~39세,342
2018,대구,대구남구,40~49세,27
2018,대구,대구남구,50세 이상,0
2018,대구,대구동구,19세 이하,0
2018,대구,대구동구,20~29세,127
2018,대구,대구동구,30~39세,349
2018,대구,대구동구,40~49세,31
2018,대구,대구동구,50세 이상,0
2018,대구,대구북구,19세 이하,0
2018,대구,대구북구,20~29세,919
2018,대구,대구북구,30~39세,2490
2018,대구,대구북구,40~49세,101
2018,대구,대구북구,50세 이상,0
2018,대구,대구서구,19세 이하,0
2018,대구,대구서구,20~29세,16
2018,대구,대구서구,30~39세,13
2018,대구,대구서구,40~49세,0
2018,대구,대구서구,50세 이상,0
2018,대구,대구수성구,19세 이하,10
2018,대구,대구수성구,20~29세,1346
2018,대구,대구수성구,30~39세,4166
2018,대구,대구수성구,40~49세,190
2018,대구,대구수성구,50세 이상,0
2018,대구,대구중구,19세 이하,0
2018,대구,대구중구,20~29세,254
2018,대구,대구중구,30~39세,1085
2018,대구,대구중구,40~49세,103
2018,대구,대구중구,50세 이상,0
2018,대구,대구달서구,19세 이하,15
2018,대구,대구달서구,20~29세,1523
2018,대구,대구달서구,30~39세,4349
2018,대구,대구달서구,40~49세,175
2018,대구,대구달서구,50세 이상,0
2018,대구,대구달성군,19세 이하,0
2018,대구,대구달성군,20~29세,314
2018,대구,대구달성군,30~39세,724
2018,대구,대구달성군,40~49세,33
2018,대구,대구달성군,50세 이상,0
2018,광주,광주동구,19세 이하,0
2018,광주,광주동구,20~29세,135
2018,광주,광주동구,30~39세,522
2018,광주,광주동구,40~49세,50
2018,광주,광주동구,50세 이상,0
2018,광주,광주북구,19세 이하,13
2018,광주,광주북구,20~29세,1534
2018,광주,광주북구,30~39세,4139
2018,광주,광주북구,40~49세,192
2018,광주,광주북구,50세 이상,0
2018,광주,광주서구,19세 이하,12
2018,광주,광주서구,20~29세,703
2018,광주,광주서구,30~39세,1869
2018,광주,광주서구,40~49세,105
2018,광주,광주서구,50세 이상,0
2018,광주,광주광산구,19세 이하,0
2018,광주,광주광산구,20~29세,771
2018,광주,광주광산구,30~39세,1791
2018,광주,광주광산구,40~49세,74
2018,광주,광주광산구,50세 이상,0
2018,광주,광주남구,19세 이하,19
2018,광주,광주남구,20~29세,313
2018,광주,광주남구,30~39세,858
2018,광주,광주남구,40~49세,72
2018,광주,광주남구,50세 이상,0
2018,대전,대전유성구,19세 이하,0
2018,대전,대전유성구,20~29세,533
2018,대전,대전유성구,30~39세,1400
2018,대전,대전유성구,40~49세,48
2018,대전,대전유성구,50세 이상,0
2018,대전,대전대덕구,19세 이하,0
2018,대전,대전대덕구,20~29세,27
2018,대전,대전대덕구,30~39세,35
2018,대전,대전대덕구,40~49세,0
2018,대전,대전대덕구,50세 이상,0
2018,대전,대전서구,19세 이하,32
2018,대전,대전서구,20~29세,2217
2018,대전,대전서구,30~39세,6150
2018,대전,대전서구,40~49세,330
2018,대전,대전서구,50세 이상,0
2018,대전,대전동구,19세 이하,12
2018,대전,대전동구,20~29세,427
2018,대전,대전동구,30~39세,866
2018,대전,대전동구,40~49세,50
2018,대전,대전동구,50세 이상,0
2018,대전,대전중구,19세 이하,0
2018,대전,대전중구,20~29세,145
2018,대전,대전중구,30~39세,481
2018,대전,대전중구,40~49세,48
2018,대전,대전중구,50세 이상,0
2018,울산,울산남구,19세 이하,15
2018,울산,울산남구,20~29세,1670
2018,울산,울산남구,30~39세,4079
2018,울산,울산남구,40~49세,198
2018,울산,울산남구,50세 이상,0
2018,울산,울산동구,19세 이하,0
2018,울산,울산동구,20~29세,206
2018,울산,울산동구,30~39세,580
2018,울산,울산동구,40~49세,38
2018,울산,울산동구,50세 이상,0
2018,울산,울산중구,19세 이하,0
2018,울산,울산중구,20~29세,307
2018,울산,울산중구,30~39세,821
2018,울산,울산중구,40~49세,33
2018,울산,울산중구,50세 이상,0
2018,울산,울산북구,19세 이하,0
2018,울산,울산북구,20~29세,0
2018,울산,울산북구,30~39세,0
2018,울산,울산북구,40~49세,0
2018,울산,울산북구,50세 이상,0
2018,울산,울산울주군,19세 이하,0
2018,울산,울산울주군,20~29세,0
2018,울산,울산울주군,30~39세,0
2018,울산,울산울주군,40~49세,0
2018,울산,울산울주군,50세 이상,0
2018,경기,가평군,19세 이하,0
2018,경기,가평군,20~29세,0
2018,경기,가평군,30~39세,0
2018,경기,가평군,40~49세,0
2018,경기,가평군,50세 이상,0
2018,경기,양평군,19세 이하,0
2018,경기,양평군,20~29세,33
2018,경기,양평군,30~39세,61
2018,경기,양평군,40~49세,0
2018,경기,양평군,50세 이상,0
2018,경기,연천군,19세 이하,0
2018,경기,연천군,20~29세,0
2018,경기,연천군,30~39세,0
2018,경기,연천군,40~49세,0
2018,경기,연천군,50세 이상,0
2018,경기,광명시,19세 이하,0
2018,경기,광명시,20~29세,500
2018,경기,광명시,30~39세,1947
2018,경기,광명시,40~49세,84
2018,경기,광명시,50세 이상,0
2018,경기,동두천시,19세 이하,0
2018,경기,동두천시,20~29세,26
2018,경기,동두천시,30~39세,44
2018,경기,동두천시,40~49세,0
2018,경기,동두천시,50세 이상,0
2018,경기,부천시,19세 이하,16
2018,경기,부천시,20~29세,1534
2018,경기,부천시,30~39세,5068
2018,경기,부천시,40~49세,243
2018,경기,부천시,50세 이상,0
2018,경기,성남수정구,19세 이하,14
2018,경기,성남수정구,20~29세,1301
2018,경기,성남수정구,30~39세,4373
2018,경기,성남수정구,40~49세,218
2018,경기,성남수정구,50세 이상,0
2018,경기,성남중원구,19세 이하,0
2018,경기,성남중원구,20~29세,0
2018,경기,성남중원구,30~39세,0
2018,경기,성남중원구,40~49세,0
2018,경기,성남중원구,50세 이상,0
2018,경기,성남분당구,19세 이하,0
2018,경기,성남분당구,20~29세,1173
2018,경기,성남분당구,30~39세,6744
2018,경기,성남분당구,40~49세,444
2018,경기,성남분당구,50세 이상,0
2018,경기,수원권선구,19세 이하,12
2018,경기,수원권선구,20~29세,934
2018,경기,수원권선구,30~39세,2666
2018,경기,수원권선구,40~49세,127
2018,경기,수원권선구,50세 이상,0
2018,경기,수원장안구,19세 이하,0
2018,경기,수원장안구,20~29세,287
2018,경기,수원장안구,30~39세,767
2018,경기,수원장안구,40~49세,42
2018,경기,수원장안구,50세 이상,0
2018,경기,수원팔달구,19세 이하,15
2018,경기,수원팔달구,20~29세,546
2018,경기,수원팔달구,30~39세,1427
2018,경기,수원팔달구,40~49세,72
2018,경기,수원팔달구,50세 이상,0
2018,경기,수원영통구,19세 이하,0
2018,경기,수원영통구,20~29세,893
2018,경기,수원영통구,30~39세,3322
2018,경기,수원영통구,40~49세,164
2018,경기,수원영통구,50세 이상,0
2018,경기,안양만안구,19세 이하,0
2018,경기,안양만안구,20~29세,210
2018,경기,안양만안구,30~39세,616
2018,경기,안양만안구,40~49세,35
2018,경기,안양만안구,50세 이상,0
2018,경기,안양동안구,19세 이하,0
2018,경기,안양동안구,20~29세,635
2018,경기,안양동안구,30~39세,2603
2018,경기,안양동안구,40~49세,124
2018,경기,안양동안구,50세 이상,0
2018,경기,의정부시,19세 이하,13
2018,경기,의정부시,20~29세,814
2018,경기,의정부시,30~39세,1703
2018,경기,의정부시,40~49세,111
2018,경기,의정부시,50세 이상,0
2018,경기,과천시,19세 이하,0
2018,경기,과천시,20~29세,0
2018,경기,과천시,30~39세,0
2018,경기,과천시,40~49세,0
2018,경기,과천시,50세 이상,0
2018,경기,구리시,19세 이하,0
2018,경기,구리시,20~29세,334
2018,경기,구리시,30~39세,925
2018,경기,구리시,40~49세,45
2018,경기,구리시,50세 이상,0
2018,경기,안산단원구,19세 이하,26
2018,경기,안산단원구,20~29세,1168
2018,경기,안산단원구,30~39세,2424
2018,경기,안산단원구,40~49세,109
2018,경기,안산단원구,50세 이상,0
2018,경기,안산상록구,19세 이하,0
2018,경기,안산상록구,20~29세,250
2018,경기,안산상록구,30~39세,400
2018,경기,안산상록구,40~49세,25
2018,경기,안산상록구,50세 이상,0
2018,경기,평택시,19세 이하,17
2018,경기,평택시,20~29세,1279
2018,경기,평택시,30~39세,2301
2018,경기,평택시,40~49세,127
2018,경기,평택시,50세 이상,0
2018,경기,하남시,19세 이하,0
2018,경기,하남시,20~29세,0
2018,경기,하남시,30~39세,0
2018,경기,하남시,40~49세,0
2018,경기,하남시,50세 이상,0
2018,경기,군포시,19세 이하,0
2018,경기,군포시,20~29세,588
2018,경기,군포시,30~39세,2077
2018,경기,군포시,40~49세,79
2018,경기,군포시,50세 이상,0
2018,경기,남양주시,19세 이하,10
2018,경기,남양주시,20~29세,628
2018,경기,남양주시,30~39세,1750
2018,경기,남양주시,40~49세,91
2018,경기,남양주시,50세 이상,0
2018,경기,의왕시,19세 이하,0
2018,경기,의왕시,20~29세,0
2018,경기,의왕시,30~39세,0
2018,경기,의왕시,40~49세,0
2018,경기,의왕시,50세 이상,0
2018,경기,시흥시,19세 이하,0
2018,경기,시흥시,20~29세,520
2018,경기,시흥시,30~39세,1042
2018,경기,시흥시,40~49세,72
2018,경기,시흥시,50세 이상,0
2018,경기,오산시,19세 이하,0
2018,경기,오산시,20~29세,304
2018,경기,오산시,30~39세,629
2018,경기,오산시,40~49세,33
2018,경기,오산시,50세 이상,0
2018,경기,고양덕양구,19세 이하,0
2018,경기,고양덕양구,20~29세,276
2018,경기,고양덕양구,30~39세,821
2018,경기,고양덕양구,40~49세,39
2018,경기,고양덕양구,50세 이상,0
2018,경기,고양일산서구,19세 이하,0
2018,경기,고양일산서구,20~29세,450
2018,경기,고양일산서구,30~39세,1304
2018,경기,고양일산서구,40~49세,63
2018,경기,고양일산서구,50세 이상,0
2018,경기,고양일산동구,19세 이하,0
2018,경기,고양일산동구,20~29세,1163
2018,경기,고양일산동구,30~39세,3918
2018,경기,고양일산동구,40~49세,241
2018,경기,고양일산동구,50세 이상,0
2018,경기,용인기흥구,19세 이하,0
2018,경기,용인기흥구,20~29세,15
2018,경기,용인기흥구,30~39세,38
2018,경기,용인기흥구,40~49세,0
2018,경기,용인기흥구,50세 이상,0
2018,경기,용인수지구,19세 이하,0
2018,경기,용인수지구,20~29세,281
2018,경기,용인수지구,30~39세,1283
2018,경기,용인수지구,40~49세,59
2018,경기,용인수지구,50세 이상,0
2018,경기,용인처인구,19세 이하,12
2018,경기,용인처인구,20~29세,379
2018,경기,용인처인구,30~39세,846
2018,경기,용인처인구,40~49세,35
2018,경기,용인처인구,50세 이상,0
2018,경기,이천시,19세 이하,0
2018,경기,이천시,20~29세,630
2018,경기,이천시,30~39세,1068
2018,경기,이천시,40~49세,50
2018,경기,이천시,50세 이상,0
2018,경기,파주시,19세 이하,0
2018,경기,파주시,20~29세,279
2018,경기,파주시,30~39세,441
2018,경기,파주시,40~49세,26
2018,경기,파주시,50세 이상,0
2018,경기,김포시,19세 이하,0
2018,경기,김포시,20~29세,571
2018,경기,김포시,30~39세,1735
2018,경기,김포시,40~49세,93
2018,경기,김포시,50세 이상,0
2018,경기,안성시,19세 이하,0
2018,경기,안성시,20~29세,124
2018,경기,안성시,30~39세,191
2018,경기,안성시,40~49세,0
2018,경기,안성시,50세 이상,0
2018,경기,화성시,19세 이하,13
2018,경기,화성시,20~29세,1459
2018,경기,화성시,30~39세,4507
2018,경기,화성시,40~49세,191
2018,경기,화성시,50세 이상,0
2018,경기,광주시,19세 이하,0
2018,경기,광주시,20~29세,53
2018,경기,광주시,30~39세,72
2018,경기,광주시,40~49세,12
2018,경기,광주시,50세 이상,0
2018,경기,양주시,19세 이하,0
2018,경기,양주시,20~29세,405
2018,경기,양주시,30~39세,749
2018,경기,양주시,40~49세,44
2018,경기,양주시,50세 이상,0
2018,경기,포천시,19세 이하,0
2018,경기,포천시,20~29세,113
2018,경기,포천시,30~39세,137
2018,경기,포천시,40~49세,14
2018,경기,포천시,50세 이상,0
2018,경기,여주시,19세 이하,0
2018,경기,여주시,20~29세,0
2018,경기,여주시,30~39세,0
2018,경기,여주시,40~49세,0
2018,경기,여주시,50세 이상,0
2018,강원,고성군,19세 이하,0
2018,강원,고성군,20~29세,0
2018,강원,고성군,30~39세,0
2018,강원,고성군,40~49세,0
2018,강원,고성군,50세 이상,0
2018,강원,양구군,19세 이하,0
2018,강원,양구군,20~29세,0
2018,강원,양구군,30~39세,0
2018,강원,양구군,40~49세,0
2018,강원,양구군,50세 이상,0
2018,강원,양양군,19세 이하,0
2018,강원,양양군,20~29세,0
2018,강원,양양군,30~39세,0
2018,강원,양양군,40~49세,0
2018,강원,양양군,50세 이상,0
2018,강원,영월군,19세 이하,0
2018,강원,영월군,20~29세,0
2018,강원,영월군,30~39세,0
2018,강원,영월군,40~49세,0
2018,강원,영월군,50세 이상,0
2018,강원,인제군,19세 이하,0
2018,강원,인제군,20~29세,0
2018,강원,인제군,30~39세,0
2018,강원,인제군,40~49세,0
2018,강원,인제군,50세 이상,0
2018,강원,정선군,19세 이하,0
2018,강원,정선군,20~29세,0
2018,강원,정선군,30~39세,0
2018,강원,정선군,40~49세,0
2018,강원,정선군,50세 이상,0
2018,강원,철원군,19세 이하,0
2018,강원,철원군,20~29세,0
2018,강원,철원군,30~39세,0
2018,강원,철원군,40~49세,0
2018,강원,철원군,50세 이상,0
2018,강원,평창군,19세 이하,0
2018,강원,평창군,20~29세,0
2018,강원,평창군,30~39세,0
2018,강원,평창군,40~49세,0
2018,강원,평창군,50세 이상,0
2018,강원,홍천군,19세 이하,0
2018,강원,홍천군,20~29세,0
2018,강원,홍천군,30~39세,0
2018,강원,홍천군,40~49세,0
2018,강원,홍천군,50세 이상,0
2018,강원,화천군,19세 이하,0
2018,강원,화천군,20~29세,0
2018,강원,화천군,30~39세,0
2018,강원,화천군,40~49세,0
2018,강원,화천군,50세 이상,0
2018,강원,횡성군,19세 이하,0
2018,강원,횡성군,20~29세,0
2018,강원,횡성군,30~39세,0
2018,강원,횡성군,40~49세,0
2018,강원,횡성군,50세 이상,0
2018,강원,강릉시,19세 이하,0
2018,강원,강릉시,20~29세,400
2018,강원,강릉시,30~39세,994
2018,강원,강릉시,40~49세,53
2018,강원,강릉시,50세 이상,0
2018,강원,동해시,19세 이하,0
2018,강원,동해시,20~29세,189
2018,강원,동해시,30~39세,379
2018,강원,동해시,40~49세,24
2018,강원,동해시,50세 이상,0
2018,강원,속초시,19세 이하,0
2018,강원,속초시,20~29세,140
2018,강원,속초시,30~39세,246
2018,강원,속초시,40~49세,17
2018,강원,속초시,50세 이상,0
2018,강원,원주시,19세 이하,0
2018,강원,원주시,20~29세,873
2018,강원,원주시,30~39세,1968
2018,강원,원주시,40~49세,114
2018,강원,원주시,50세 이상,0
2018,강원,춘천시,19세 이하,0
2018,강원,춘천시,20~29세,727
2018,강원,춘천시,30~39세,1456
2018,강원,춘천시,40~49세,74
2018,강원,춘천시,50세 이상,0
2018,강원,태백시,19세 이하,0
2018,강원,태백시,20~29세,0
2018,강원,태백시,30~39세,0
2018,강원,태백시,40~49세,0
2018,강원,태백시,50세 이상,0
2018,강원,삼척시,19세 이하,0
2018,강원,삼척시,20~29세,54
2018,강원,삼척시,30~39세,106
2018,강원,삼척시,40~49세,0
2018,강원,삼척시,50세 이상,0
2018,충북,괴산군,19세 이하,0
2018,충북,괴산군,20~29세,0
2018,충북,괴산군,30~39세,0
2018,충북,괴산군,40~49세,0
2018,충북,괴산군,50세 이상,0
2018,충북,단양군,19세 이하,0
2018,충북,단양군,20~29세,0
2018,충북,단양군,30~39세,0
2018,충북,단양군,40~49세,0
2018,충북,단양군,50세 이상,0
2018,충북,보은군,19세 이하,0
2018,충북,보은군,20~29세,0
2018,충북,보은군,30~39세,0
2018,충북,보은군,40~49세,0
2018,충북,보은군,50세 이상,0
2018,충북,영동군,19세 이하,0
2018,충북,영동군,20~29세,0
2018,충북,영동군,30~39세,11
2018,충북,영동군,40~49세,0
2018,충북,영동군,50세 이상,0
2018,충북,옥천군,19세 이하,0
2018,충북,옥천군,20~29세,0
2018,충북,옥천군,30~39세,0
2018,충북,옥천군,40~49세,0
2018,충북,옥천군,50세 이상,0
2018,충북,음성군,19세 이하,0
2018,충북,음성군,20~29세,0
2018,충북,음성군,30~39세,0
2018,충북,음성군,40~49세,0
2018,충북,음성군,50세 이상,0
2018,충북,진천군,19세 이하,0
2018,충북,진천군,20~29세,119
2018,충북,진천군,30~39세,131
2018,충북,진천군,40~49세,12
2018,충북,진천군,50세 이상,0
2018,충북,증평군,19세 이하,0
2018,충북,증평군,20~29세,0
2018,충북,증평군,30~39세,0
2018,충북,증평군,40~49세,0
2018,충북,증평군,50세 이상,0
2018,충북,청주상당구,19세 이하,0
2018,충북,청주상당구,20~29세,171
2018,충북,청주상당구,30~39세,327
2018,충북,청주상당구,40~49세,19
2018,충북,청주상당구,50세 이상,0
2018,충북,청주흥덕구,19세 이하,0
2018,충북,청주흥덕구,20~29세,331
2018,충북,청주흥덕구,30~39세,603
2018,충북,청주흥덕구,40~49세,20
2018,충북,청주흥덕구,50세 이상,0
2018,충북,청주청원구,19세 이하,0
2018,충북,청주청원구,20~29세,629
2018,충북,청주청원구,30~39세,1232
2018,충북,청주청원구,40~49세,45
2018,충북,청주청원구,50세 이상,0
2018,충북,청주서원구,19세 이하,14
2018,충북,청주서원구,20~29세,1289
2018,충북,청주서원구,30~39세,2947
2018,충북,청주서원구,40~49세,125
2018,충북,청주서원구,50세 이상,0
2018,충북,충주시,19세 이하,0
2018,충북,충주시,20~29세,180
2018,충북,충주시,30~39세,319
2018,충북,충주시,40~49세,25
2018,충북,충주시,50세 이상,0
2018,충북,제천시,19세 이하,0
2018,충북,제천시,20~29세,233
2018,충북,제천시,30~39세,423
2018,충북,제천시,40~49세,25
2018,충북,제천시,50세 이상,0
2018,충남,금산군,19세 이하,0
2018,충남,금산군,20~29세,0
2018,충남,금산군,30~39세,0
2018,충남,금산군,40~49세,0
2018,충남,금산군,50세 이상,0
2018,충남,부여군,19세 이하,0
2018,충남,부여군,20~29세,0
2018,충남,부여군,30~39세,0
2018,충남,부여군,40~49세,0
2018,충남,부여군,50세 이상,0
2018,충남,서천군,19세 이하,0
2018,충남,서천군,20~29세,0
2018,충남,서천군,30~39세,0
2018,충남,서천군,40~49세,0
2018,충남,서천군,50세 이상,0
2018,충남,예산군,19세 이하,0
2018,충남,예산군,20~29세,0
